ProID,Info,,time,Vol.,
GenTime,2015-01-04 23:23,,0.000000e+00,-2.000000e-02,
FileName,data3.csv,,2.000000e-09,-6.000000e-02,
Record Length,3500.000000 Points,,4.000000e-09,-2.000000e-02,
Sample Interval,2.000000e-09 s,,6.000000e-09,-6.000000e-02,
Trigger Time,5.546490e-03 S,,8.000000e-09,-2.000000e-02,
Source,CH2,,1.000000e-08,-6.000000e-02,
Vertical Units,V/grid,,1.200000e-08,-2.000000e-02,
Vertical Scale,1.000000e+00,,1.400000e-08,-2.000000e-02,
Vertical Offset,9.900000e+01,,1.600000e-08,-6.000000e-02,
Horizontal Units,s/grid,,1.800000e-08,-2.000000e-02,
Horizontal Scale,5.000000e-07,,2.000000e-08,-2.000000e-02,
Probe Atten,1.000000e+00,,2.200000e-08,-2.000000e-02,
,,,2.400000e-08,-6.000000e-02,
,,,2.600000e-08,-6.000000e-02,
,,,2.800000e-08,-2.000000e-02,
,,,3.000000e-08,-2.000000e-02,
,,,3.200000e-08,-2.000000e-02,
,,,3.400000e-08,-2.000000e-02,
,,,3.600000e-08,-2.000000e-02,
,,,3.800000e-08,-2.000000e-02,
,,,4.000000e-08,-6.000000e-02,
,,,4.200000e-08,-6.000000e-02,
,,,4.400000e-08,-2.000000e-02,
,,,4.600000e-08,-2.000000e-02,
,,,4.800000e-08,-2.000000e-02,
,,,5.000000e-08,-6.000000e-02,
,,,5.200000e-08,-2.000000e-02,
,,,5.400000e-08,-6.000000e-02,
,,,5.600000e-08,-6.000000e-02,
,,,5.800000e-08,-6.000000e-02,
,,,6.000000e-08,-2.000000e-02,
,,,6.200000e-08,-2.000000e-02,
,,,6.400000e-08,-2.000000e-02,
,,,6.600000e-08,-2.000000e-02,
,,,6.800000e-08,-6.000000e-02,
,,,7.000000e-08,-6.000000e-02,
,,,7.200000e-08,-6.000000e-02,
,,,7.400000e-08,-6.000000e-02,
,,,7.600000e-08,-2.000000e-02,
,,,7.800000e-08,-6.000000e-02,
,,,8.000000e-08,-2.000000e-02,
,,,8.200000e-08,-6.000000e-02,
,,,8.400000e-08,-2.000000e-02,
,,,8.600000e-08,-6.000000e-02,
,,,8.800000e-08,-6.000000e-02,
,,,9.000000e-08,-6.000000e-02,
,,,9.200000e-08,-2.000000e-02,
,,,9.400000e-08,-6.000000e-02,
,,,9.600000e-08,-2.000000e-02,
,,,9.800000e-08,-6.000000e-02,
,,,1.000000e-07,-2.000000e-02,
,,,1.020000e-07,-2.000000e-02,
,,,1.040000e-07,-6.000000e-02,
,,,1.060000e-07,-2.000000e-02,
,,,1.080000e-07,-2.000000e-02,
,,,1.100000e-07,-2.000000e-02,
,,,1.120000e-07,-2.000000e-02,
,,,1.140000e-07,-2.000000e-02,
,,,1.160000e-07,-2.000000e-02,
,,,1.180000e-07,-6.000000e-02,
,,,1.200000e-07,-6.000000e-02,
,,,1.220000e-07,-6.000000e-02,
,,,1.240000e-07,-6.000000e-02,
,,,1.260000e-07,-6.000000e-02,
,,,1.280000e-07,-6.000000e-02,
,,,1.300000e-07,-2.000000e-02,
,,,1.320000e-07,-2.000000e-02,
,,,1.340000e-07,-6.000000e-02,
,,,1.360000e-07,-2.000000e-02,
,,,1.380000e-07,-2.000000e-02,
,,,1.400000e-07,-2.000000e-02,
,,,1.420000e-07,-6.000000e-02,
,,,1.440000e-07,-2.000000e-02,
,,,1.460000e-07,-6.000000e-02,
,,,1.480000e-07,-2.000000e-02,
,,,1.500000e-07,-6.000000e-02,
,,,1.520000e-07,-6.000000e-02,
,,,1.540000e-07,-6.000000e-02,
,,,1.560000e-07,-6.000000e-02,
,,,1.580000e-07,-6.000000e-02,
,,,1.600000e-07,-2.000000e-02,
,,,1.620000e-07,-6.000000e-02,
,,,1.640000e-07,-2.000000e-02,
,,,1.660000e-07,-2.000000e-02,
,,,1.680000e-07,-2.000000e-02,
,,,1.700000e-07,-6.000000e-02,
,,,1.720000e-07,-2.000000e-02,
,,,1.740000e-07,-6.000000e-02,
,,,1.760000e-07,-2.000000e-02,
,,,1.780000e-07,-2.000000e-02,
,,,1.800000e-07,-2.000000e-02,
,,,1.820000e-07,-2.000000e-02,
,,,1.840000e-07,-2.000000e-02,
,,,1.860000e-07,-6.000000e-02,
,,,1.880000e-07,-2.000000e-02,
,,,1.900000e-07,-6.000000e-02,
,,,1.920000e-07,-6.000000e-02,
,,,1.940000e-07,-2.000000e-02,
,,,1.960000e-07,-2.000000e-02,
,,,1.980000e-07,-6.000000e-02,
,,,2.000000e-07,-6.000000e-02,
,,,2.020000e-07,-6.000000e-02,
,,,2.040000e-07,-2.000000e-02,
,,,2.060000e-07,-2.000000e-02,
,,,2.080000e-07,-2.000000e-02,
,,,2.100000e-07,-6.000000e-02,
,,,2.120000e-07,-2.000000e-02,
,,,2.140000e-07,-6.000000e-02,
,,,2.160000e-07,-6.000000e-02,
,,,2.180000e-07,-6.000000e-02,
,,,2.200000e-07,-2.000000e-02,
,,,2.220000e-07,-6.000000e-02,
,,,2.240000e-07,-6.000000e-02,
,,,2.260000e-07,-6.000000e-02,
,,,2.280000e-07,-2.000000e-02,
,,,2.300000e-07,-6.000000e-02,
,,,2.320000e-07,-6.000000e-02,
,,,2.340000e-07,-6.000000e-02,
,,,2.360000e-07,-2.000000e-02,
,,,2.380000e-07,-6.000000e-02,
,,,2.400000e-07,-6.000000e-02,
,,,2.420000e-07,-6.000000e-02,
,,,2.440000e-07,-2.000000e-02,
,,,2.460000e-07,-6.000000e-02,
,,,2.480000e-07,-6.000000e-02,
,,,2.500000e-07,-6.000000e-02,
,,,2.520000e-07,-2.000000e-02,
,,,2.540000e-07,-6.000000e-02,
,,,2.560000e-07,-2.000000e-02,
,,,2.580000e-07,-6.000000e-02,
,,,2.600000e-07,-2.000000e-02,
,,,2.620000e-07,-2.000000e-02,
,,,2.640000e-07,-6.000000e-02,
,,,2.660000e-07,-2.000000e-02,
,,,2.680000e-07,-2.000000e-02,
,,,2.700000e-07,-2.000000e-02,
,,,2.720000e-07,-2.000000e-02,
,,,2.740000e-07,-6.000000e-02,
,,,2.760000e-07,-2.000000e-02,
,,,2.780000e-07,-2.000000e-02,
,,,2.800000e-07,-2.000000e-02,
,,,2.820000e-07,-6.000000e-02,
,,,2.840000e-07,-6.000000e-02,
,,,2.860000e-07,-6.000000e-02,
,,,2.880000e-07,-2.000000e-02,
,,,2.900000e-07,-2.000000e-02,
,,,2.920000e-07,-2.000000e-02,
,,,2.940000e-07,-6.000000e-02,
,,,2.960000e-07,-6.000000e-02,
